accession,@type,preferred_assay_titles,assay_titles,file_set_type,lab.title,status,release_timestamp,summary,content_type,file_format,assembly,file_size,file_set.@id,classifications,sample_terms.term_id,samples.sample_terms.term_id
IGVFDS2955VGJT,ConstructLibrarySet,MPRA,massively parallel reporter assay,reporter library,"Harinder Singh, University of Pittsburgh",released,2025-12-19T18:20:38.578462+00:00,"reporter library targeting accessible genome regions, TF binding sites genome-wide",,,,,,,,
