portal,type,facet,term,count
encode,File,output_type,preprocessed alignments,10
encode,File,output_type,unfiltered peptide quantification,10
encode,File,output_type,candidate enhancers,8
encode,File,output_type,filtered reads,8
encode,File,output_type,fragments,8
encode,File,output_type,gene alignments,8
encode,File,output_type,genic features quantifications,8
encode,File,output_type,methylation state at CHG,8
encode,File,output_type,methylation state at CHH,8
encode,File,output_type,clusters,7
encode,File,output_type,variant effect quantifications,7
encode,File,output_type,UV enriched segment quantifications,6
encode,File,output_type,elements reference,6
encode,File,output_type,percentage normalized signal,6
encode,File,output_type,base overlap signal,5
encode,File,output_type,chromatin stripes,5
encode,File,output_type,enhancer prediction model,5
encode,File,output_type,promoter prediction model,5
encode,File,output_type,validation,5
encode,File,output_type,HMM predicted chromatin state,4
encode,File,output_type,candidate promoters,4
encode,File,output_type,copy number variation,4
encode,File,output_type,enrichment,4
encode,File,output_type,filtered modified peptide quantification,4
encode,File,output_type,polyA sites,4
encode,File,output_type,sequence barcodes,4
encode,File,output_type,transcribed region quantifications,4
encode,File,output_type,unfiltered modified peptide quantification,4
encode,File,output_type,idat green channel,3
encode,File,output_type,idat red channel,3
encode,File,output_type,normalized bias-corrected predicted signal profile,3
encode,File,output_type,normalized observed signal profile,3
encode,File,output_type,normalized predicted signal profile,3
encode,File,output_type,observed signal profile,3
encode,File,output_type,CpG sites coverage,2
encode,File,output_type,minus strand methylation state at CpG,2
encode,File,output_type,plus strand methylation state at CpG,2
encode,File,output_type,reporter code counts,2
encode,File,output_type,bias models,1
encode,File,output_type,bidirectional peaks,1
encode,File,output_type,curated SNVs,1
encode,File,output_type,perturbation signal,1
encode,File,output_type,phased variant calls,1
encode,File,output_type,subreads,1
encode,File,output_type,unidirectional peaks,1
encode,File,file_format,bigWig,7703
encode,File,file_format,bed,7080
encode,File,file_format,bam,4082
encode,File,file_format,bigBed,3752
encode,File,file_format,fastq,2984
encode,File,file_format,tar,1334
encode,File,file_format,hic,1157
encode,File,file_format,tsv,769
encode,File,file_format,txt,192
encode,File,file_format,gtf,91
encode,File,file_format,bedpe,78
encode,File,file_format,gff,22
encode,File,file_format,bigInteract,18
encode,File,file_format,csfasta,16
encode,File,file_format,csqual,16
encode,File,file_format,tagAlign,14
encode,File,file_format,pairs,10
encode,File,file_format,idat,6
encode,File,file_format,csv,4
encode,File,file_format,rcc,2
encode,File,file_format,starch,2
encode,File,file_format,vcf,1
encode,File,file_type,bigWig,7655
encode,File,file_type,bam,4082
encode,File,file_type,bed narrowPeak,3040
encode,File,file_type,bigBed narrowPeak,3023
encode,File,file_type,fastq,2984
encode,File,file_type,bed bed3+,1962
encode,File,file_type,tar,1334
encode,File,file_type,hic,1157
encode,File,file_type,bed idr_ranked_peak,812
encode,File,file_type,tsv,769
encode,File,file_type,bed bed12,742
encode,File,file_type,bed broadPeak,192
encode,File,file_type,txt,192
encode,File,file_type,bigBed broadPeak,178
encode,File,file_type,bed bed3,154
encode,File,file_type,bigBed bed3,152
encode,File,file_type,bigBed bed6+,136
encode,File,file_type,bigBed bed3+,113
encode,File,file_type,gtf,91
encode,File,file_type,bedpe,75
encode,File,file_type,bigWig bed3+,48
encode,File,file_type,bed bed9+,40
encode,File,file_type,bigBed bed9,37
encode,File,file_type,bed bed9,30
encode,File,file_type,bed bedRnaElements,26
encode,File,file_type,bigBed bedRnaElements,26
encode,File,file_type,bed tss_peak,22
encode,File,file_type,bigBed tss_peak,22
encode,File,file_type,gff gff3,22
encode,File,file_type,csfasta,16
encode,File,file_type,csqual,16
encode,File,file_type,bigInteract,15
encode,File,file_type,bed element enrichments,14
encode,File,file_type,bigBed element enrichments,14
encode,File,file_type,tagAlign,14
encode,File,file_type,bed bedMethyl,11
encode,File,file_type,bigBed bedMethyl,11
encode,File,file_type,pairs,10
encode,File,file_type,bigBed bed9+,9
encode,File,file_type,bed idr_peak,8
encode,File,file_type,bigBed idr_peak,8
encode,File,file_type,bed bedGraph,7
encode,File,file_type,bed peptideMapping,6
encode,File,file_type,bigBed peptideMapping,6
encode,File,file_type,idat,6
encode,File,file_type,bed modPepMap,4
encode,File,file_type,bed pepMap,4
encode,File,file_type,bigBed bed12,4
encode,File,file_type,bigBed modPepMap,4
encode,File,file_type,bigBed pepMap,4
encode,File,file_type,csv,4
encode,File,file_type,bedpe bed3+,3
encode,File,file_type,bigInteract bed3+,3
encode,File,file_type,bed bed6+,2
encode,File,file_type,bed bedLogR,2
encode,File,file_type,bigBed bedLogR,2
encode,File,file_type,bigBed shortFrags,2
encode,File,file_type,rcc,2
encode,File,file_type,starch,2
encode,File,file_type,bed openChromCombinedPeaks,1
encode,File,file_type,bed unknown,1
encode,File,file_type,bigBed openChromCombinedPeaks,1
encode,File,file_type,vcf,1
encode,File,assembly,GRCh38,18154
encode,File,assembly,hg19,7752
encode,File,assembly,GRCh38-minimal,1
encode,File,lab.title,ENCODE Processing Pipeline,15051
encode,File,lab.title,"Erez Aiden, Baylor",3602
encode,File,lab.title,"Anshul Kundaje, Stanford",3329
encode,File,lab.title,"Alan Boyle, University of Michigan",2488
encode,File,lab.title,"Michael Snyder, Stanford",799
encode,File,lab.title,"Richard Myers, HAIB",566
encode,File,lab.title,"John Stamatoyannopoulos, UW",489
encode,File,lab.title,"Bill Noble, UW",385
encode,File,lab.title,"Michael Beer, JHU",384
encode,File,lab.title,"Thomas Gingeras, CSHL",304
encode,File,lab.title,"Barbara Wold, Caltech",221
encode,File,lab.title,"Bradley Bernstein, Broad",221
encode,File,lab.title,"Mats Ljungman, UMichigan",214
encode,File,lab.title,"Jesse Engreitz, Stanford",140
encode,File,lab.title,ENCODE Consortium,139
encode,File,lab.title,"Ryan Tewhey, JAX",129
encode,File,lab.title,ENCODE Consortium Analysis Working Group,90
encode,File,lab.title,"Yijun Ruan, JAX",81
encode,File,lab.title,"Brenton Graveley, UConn",60
encode,File,lab.title,"Scott Tenenbaum, SUNY-Albany",59
encode,File,lab.title,"Ali Mortazavi, UCI",57
encode,File,lab.title,Charles Lee,55
encode,File,lab.title,"Piero Carninci, RIKEN",55
encode,File,lab.title,"Job Dekker, UMass",47
encode,File,lab.title,"John Rinn, Broad",40
encode,File,lab.title,"Kevin Struhl, HMS",39
encode,File,lab.title,"Sherman Weissman, Yale",37
encode,File,lab.title,"Vishwanath Iyer, UTA",36
encode,File,lab.title,"Will Greenleaf, Stanford",32
encode,File,lab.title,"Peggy Farnham, USC",30
encode,File,lab.title,"Zhiping Weng, UMass",30
encode,File,lab.title,"Rob Spitale, UCI",28
encode,File,lab.title,"Manolis Kellis, Broad",22
encode,File,lab.title,"Gregory Crawford, Duke",20
encode,File,lab.title,"Morgan Giddings, UNC",14
encode,File,lab.title,"John Lis, Cornell",12
encode,File,lab.title,"Jason Lieb, UNC",9
encode,File,lab.title,"Roderic Guigo, CRG",8
encode,File,lab.title,"Andrew Z. Fire, Stanford",4
encode,File,lab.title,"Christina Leslie, MSKCC",3
encode,File,lab.title,"Maxwell Libbrecht, SFU",2
encode,File,lab.title,"J. Michael Cherry, Stanford",1
encode,File,lab.title,"Ross Hardison, PennState",1
igvf,MeasurementSet,assay_slims,reporter,5
igvf,MeasurementSet,assay_titles,massively parallel reporter assay,5
igvf,MeasurementSet,preferred_assay_titles,MPRA,5
igvf,MeasurementSet,samples.classifications,cell line,5
igvf,MeasurementSet,files.content_type,reads,5
igvf,MeasurementSet,files.file_format,fastq,5
igvf,MeasurementSet,lab.title,"Harinder Singh, University of Pittsburgh",5
igvf,MeasurementSet,status,released,5
igvf,PredictionSet,file_set_type,disease associations,1
igvf,PredictionSet,lab.title,"Kushal Dey, MSKCC",1
igvf,PredictionSet,status,released,1
igvf,ConstructLibrarySet,file_set_type,reporter library,1
igvf,ConstructLibrarySet,lab.title,"Harinder Singh, University of Pittsburgh",1
igvf,ConstructLibrarySet,status,released,1
igvf,CuratedSet,file_set_type,functional effect,3
igvf,CuratedSet,lab.title,"ENCODE Project, NHGRI",3
igvf,CuratedSet,status,archived,2
igvf,CuratedSet,status,released,1
igvf,Sample,classifications,cell line,2
igvf,Sample,lab.title,"External Lab, Community",1
igvf,Sample,lab.title,"Harinder Singh, University of Pittsburgh",1
igvf,Sample,status,released,2
igvf,File,content_type,reads,7
igvf,File,content_type,element to gene interactions,3
igvf,File,content_type,variant functions,1
igvf,File,file_format,fastq,7
igvf,File,file_format,bed,3
igvf,File,file_format,tsv,1
igvf,File,assembly,GRCh38,4
igvf,File,file_set.file_set_type,experimental data,5
igvf,File,file_set.file_set_type,functional effect,3
igvf,File,file_set.file_set_type,reporter library,2
igvf,File,file_set.file_set_type,disease associations,1
igvf,File,preferred_assay_titles,MPRA,7
igvf,File,lab.title,"Harinder Singh, University of Pittsburgh",7
igvf,File,lab.title,"ENCODE Project, NHGRI",3
igvf,File,lab.title,"Kushal Dey, MSKCC",1
igvf,File,status,released,10
igvf,File,status,archived,1
